Year,WorldwideBox Office,DomesticBox Office,InternationalBox Office,category,name,winner,nomination count,Nomination ID,Movie ID
2009,2845899541.0,760507625.0,2085391916.0,ART DIRECTION,Production Design: Rick Carter and Robert Stromberg; Set Decoration: Kim Sinclair,True,9,0,0
2009,2845899541.0,760507625.0,2085391916.0,CINEMATOGRAPHY,Mauro Fiore,True,9,1,0
2009,2845899541.0,760507625.0,2085391916.0,DIRECTING,James Cameron,False,9,2,0
2009,2845899541.0,760507625.0,2085391916.0,FILM EDITING,"Stephen Rivkin, John Refoua and James Cameron",False,9,3,0
2009,2845899541.0,760507625.0,2085391916.0,MUSIC (Original Score),James Horner,False,9,4,0
2009,2845899541.0,760507625.0,2085391916.0,BEST PICTURE,"James Cameron and Jon Landau, Producers",False,9,5,0
2009,2845899541.0,760507625.0,2085391916.0,SOUND EDITING,Christopher Boyes and Gwendolyn Yates Whittle,False,9,6,0
2009,2845899541.0,760507625.0,2085391916.0,SOUND MIXING,"Christopher Boyes, Gary Summers, Andy Nelson and Tony Johnson",False,9,7,0
2009,2845899541.0,760507625.0,2085391916.0,VISUAL EFFECTS,"Joe Letteri, Stephen Rosenbaum, Richard Baneham and Andrew R. Jones",True,9,8,0
2019,2797800564.0,858373000.0,1939427564.0,VISUAL EFFECTS,"Dan DeLeeuw, Russell Earl, Matt Aitken and Dan Sudick",False,1,9,1
1997,2207986545.0,659363944.0,1548622601.0,ART DIRECTION (Black-and-White),"Art Direction:  Lyle Wheeler, Maurice Ransford;  Set Decoration:  Stuart Reiss",False,16,10,2
1997,2207986545.0,659363944.0,1548622601.0,WRITING (Story and Screenplay),"Charles Brackett, Walter Reisch, Richard Breen",True,16,11,2
1997,2207986545.0,659363944.0,1548622601.0,ACTRESS IN A LEADING ROLE,Kate Winslet,False,16,12,2
1997,2207986545.0,659363944.0,1548622601.0,ACTRESS IN A SUPPORTING ROLE,Gloria Stuart,False,16,13,2
1997,2207986545.0,659363944.0,1548622601.0,ART DIRECTION,Art Direction:  Peter Lamont;  Set Decoration:  Michael Ford,True,16,14,2
1997,2207986545.0,659363944.0,1548622601.0,CINEMATOGRAPHY,Russell Carpenter,True,16,15,2
1997,2207986545.0,659363944.0,1548622601.0,COSTUME DESIGN,Deborah L. Scott,True,16,16,2
1997,2207986545.0,659363944.0,1548622601.0,DIRECTING,James Cameron,True,16,17,2
1997,2207986545.0,659363944.0,1548622601.0,FILM EDITING,"Conrad Buff, James Cameron, Richard A. Harris",True,16,18,2
1997,2207986545.0,659363944.0,1548622601.0,MAKEUP,"Tina Earnshaw, Greg Cannom, Simon Thompson",False,16,19,2
1997,2207986545.0,659363944.0,1548622601.0,MUSIC (Original Dramatic Score),James Horner,True,16,20,2
1997,2207986545.0,659363944.0,1548622601.0,MUSIC (Original Song),Music by James Horner; Lyric by Will Jennings,True,16,21,2
1997,2207986545.0,659363944.0,1548622601.0,BEST PICTURE,"James Cameron and Jon Landau, Producers",True,16,22,2
1997,2207986545.0,659363944.0,1548622601.0,SOUND,"Gary Rydstrom, Tom Johnson, Gary Summers, Mark Ulano",True,16,23,2
1997,2207986545.0,659363944.0,1548622601.0,SOUND EFFECTS EDITING,"Tom Bellfort, Christopher Boyes",True,16,24,2
1997,2207986545.0,659363944.0,1548622601.0,VISUAL EFFECTS,"Robert Legato, Mark Lasoff, Thomas L. Fisher, Michael Kanfer",True,16,25,2
2018,2044540523.0,678815482.0,1365725041.0,VISUAL EFFECTS,"Dan DeLeeuw, Kelly Port, Russell Earl and Dan Sudick",False,1,27,3
2019,1654367425.0,543638043.0,1110729382.0,MUSIC (Original Score),Hans Zimmer,True,10,29,4
2019,1654367425.0,543638043.0,1110729382.0,MUSIC (Original Song),Music by Elton John; Lyric by Tim Rice,True,10,30,4
2019,1654367425.0,543638043.0,1110729382.0,MUSIC (Original Song),Music by Elton John; Lyric by Tim Rice,False,10,31,4
2019,1654367425.0,543638043.0,1110729382.0,MUSIC (Original Song),Music by Elton John; Lyric by Tim Rice,False,10,32,4
2019,1654367425.0,543638043.0,1110729382.0,VISUAL EFFECTS,"Robert Legato, Adam Valdez, Andrew R. Jones and Elliot Newman",False,10,33,4
1994,986214868.0,421785283.0,564429585.0,MUSIC (Original Score),Hans Zimmer,True,10,34,5
1994,986214868.0,421785283.0,564429585.0,MUSIC (Original Song),Music by Elton John; Lyric by Tim Rice,True,10,35,5
1994,986214868.0,421785283.0,564429585.0,MUSIC (Original Song),Music by Elton John; Lyric by Tim Rice,False,10,36,5
1994,986214868.0,421785283.0,564429585.0,MUSIC (Original Song),Music by Elton John; Lyric by Tim Rice,False,10,37,5
1994,986214868.0,421785283.0,564429585.0,VISUAL EFFECTS,"Robert Legato, Adam Valdez, Andrew R. Jones and Elliot Newman",False,10,38,5
2019,1446925396.0,477373578.0,969551818.0,MUSIC (Original Song),Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,False,1,41,6
2018,1336494321.0,700059566.0,636434755.0,COSTUME DESIGN,Ruth Carter,True,7,43,7
2018,1336494321.0,700059566.0,636434755.0,MUSIC (Original Score),Ludwig Goransson,True,7,44,7
2018,1336494321.0,700059566.0,636434755.0,MUSIC (Original Song),"Music by Kendrick Lamar, Mark ""Sounwave"" Spears and Anthony ""Top Dawg"" Tiffith; Lyric by Kendrick Lamar, SZA and Anthony ""Top Dawg"" Tiffith",False,7,45,7
2018,1336494321.0,700059566.0,636434755.0,BEST PICTURE,"Kevin Feige, Producer",False,7,46,7
2018,1336494321.0,700059566.0,636434755.0,PRODUCTION DESIGN,Production Design: Hannah Beachler; Set Decoration: Jay Hart,True,7,47,7
2018,1336494321.0,700059566.0,636434755.0,SOUND EDITING,Benjamin A. Burtt and Steve Boeddeker,False,7,48,7
2018,1336494321.0,700059566.0,636434755.0,SOUND MIXING,"Steve Boeddeker, Brandon Proctor and Peter Devlin",False,7,49,7
2013,1266648320.0,400953009.0,865695311.0,ANIMATED FEATURE FILM,"Chris Buck, Jennifer Lee and Peter Del Vecho",True,2,54,8
2013,1266648320.0,400953009.0,865695311.0,MUSIC (Original Song),Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,True,2,55,8
2017,1255080655.0,504014165.0,751066490.0,MUSIC (Original Score),Alan Menken,True,16,56,9
2017,1255080655.0,504014165.0,751066490.0,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,False,16,57,9
2017,1255080655.0,504014165.0,751066490.0,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,True,16,58,9
2017,1255080655.0,504014165.0,751066490.0,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,False,16,59,9
2017,1255080655.0,504014165.0,751066490.0,BEST PICTURE,"Don Hahn, Producer",False,16,60,9
2017,1255080655.0,504014165.0,751066490.0,SOUND,"Terry Porter, Mel Metcalfe, David J. Hudson, Doc Kane",False,16,61,9
2017,1255080655.0,504014165.0,751066490.0,COSTUME DESIGN,Jacqueline Durran,False,16,62,9
2017,1255080655.0,504014165.0,751066490.0,PRODUCTION DESIGN,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,False,16,63,9
1991,438656843.0,206333165.0,232323678.0,MUSIC (Original Score),Alan Menken,True,16,64,10
1991,438656843.0,206333165.0,232323678.0,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,False,16,65,10
1991,438656843.0,206333165.0,232323678.0,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,True,16,66,10
1991,438656843.0,206333165.0,232323678.0,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,False,16,67,10
1991,438656843.0,206333165.0,232323678.0,BEST PICTURE,"Don Hahn, Producer",False,16,68,10
1991,438656843.0,206333165.0,232323678.0,SOUND,"Terry Porter, Mel Metcalfe, David J. Hudson, Doc Kane",False,16,69,10
1991,438656843.0,206333165.0,232323678.0,COSTUME DESIGN,Jacqueline Durran,False,16,70,10
1991,438656843.0,206333165.0,232323678.0,PRODUCTION DESIGN,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,False,16,71,10
2018,1242805359.0,608581744.0,634223615.0,ANIMATED FEATURE FILM,"Brad Bird, John Walker and Nicole Paradis Grindle",False,1,72,11
2013,1215392272.0,408992272.0,806400000.0,VISUAL EFFECTS,"Christopher Townsend, Guy Williams, Erik Nash and Dan Sudick",False,1,74,12
2011,1123794079.0,352390543.0,771403536.0,SOUND EDITING,Ethan Van der Ryn and Erik Aadahl,False,3,80,13
2011,1123794079.0,352390543.0,771403536.0,SOUND MIXING,"Greg P. Russell, Gary Summers, Jeffrey J. Haboush and Peter J. Devlin",False,3,81,13
2011,1123794079.0,352390543.0,771403536.0,VISUAL EFFECTS,"Scott Farrar, Scott Benza, Matthew Butler and John Frazier",False,3,82,13
2012,1110526981.0,304360277.0,806166704.0,CINEMATOGRAPHY,Roger Deakins,False,5,84,14
2012,1110526981.0,304360277.0,806166704.0,MUSIC (Original Score),Thomas Newman,False,5,85,14
2012,1110526981.0,304360277.0,806166704.0,MUSIC (Original Song),Music and Lyric by Adele Adkins and Paul Epworth,True,5,86,14
2012,1110526981.0,304360277.0,806166704.0,SOUND EDITING,Per Hallberg and Karen Baker Landers,True,5,87,14
2012,1110526981.0,304360277.0,806166704.0,SOUND MIXING,"Scott Millan, Greg P. Russell and Stuart Wilson",False,5,88,14
2019,1073080329.0,434038008.0,639042321.0,ANIMATED FEATURE FILM,"Josh Cooley, Mark Nielsen and Jonas Rivera",True,2,91,15
2019,1073080329.0,434038008.0,639042321.0,MUSIC (Original Song),Music and Lyric by Randy Newman,False,2,92,15
2019,1072848487.0,515202542.0,557645945.0,MUSIC (Original Score),John Williams,False,3,93,16
2019,1072848487.0,515202542.0,557645945.0,SOUND EDITING,Matthew Wood and David Acord,False,3,94,16
2019,1072848487.0,515202542.0,557645945.0,VISUAL EFFECTS,"Roger Guyett, Neal Scanlan, Patrick Tubach and Dominic Tuohy",False,3,95,16
2019,1072507517.0,335451311.0,737056206.0,ACTOR IN A LEADING ROLE,Joaquin Phoenix,True,11,96,17
2019,1072507517.0,335451311.0,737056206.0,CINEMATOGRAPHY,Lawrence Sher,False,11,97,17
2019,1072507517.0,335451311.0,737056206.0,COSTUME DESIGN,Mark Bridges,False,11,98,17
2019,1072507517.0,335451311.0,737056206.0,DIRECTING,Todd Phillips,False,11,99,17
2019,1072507517.0,335451311.0,737056206.0,FILM EDITING,Jeff Groth,False,11,100,17
2019,1072507517.0,335451311.0,737056206.0,MAKEUP AND HAIRSTYLING,Nicki Ledermann and Kay Georgiou,False,11,101,17
2019,1072507517.0,335451311.0,737056206.0,MUSIC (Original Score),Hildur Guðnadóttir,True,11,102,17
2019,1072507517.0,335451311.0,737056206.0,BEST PICTURE,"Todd Phillips, Bradley Cooper and Emma Tillinger Koskoff, Producers",False,11,103,17
2019,1072507517.0,335451311.0,737056206.0,SOUND EDITING,Alan Robert Murray,False,11,104,17
2019,1072507517.0,335451311.0,737056206.0,SOUND MIXING,"Tom Ozanich, Dean Zupancic and Tod Maitland",False,11,105,17
2019,1072507517.0,335451311.0,737056206.0,WRITING (Adapted Screenplay),Written by Todd Phillips & Scott Silver,False,11,106,17
2010,1068879522.0,415004880.0,653874642.0,ANIMATED FEATURE FILM,Lee Unkrich,True,5,107,18
2010,1068879522.0,415004880.0,653874642.0,MUSIC (Original Song),Music and Lyric by Randy Newman,True,5,108,18
2010,1068879522.0,415004880.0,653874642.0,BEST PICTURE,"Darla K. Anderson, Producer",False,5,109,18
2010,1068879522.0,415004880.0,653874642.0,SOUND EDITING,Tom Myers and Michael Silvers,False,5,110,18
2010,1068879522.0,415004880.0,653874642.0,WRITING (Adapted Screenplay),"Screenplay by Michael Arndt; Story by John Lasseter, Andrew Stanton and Lee Unkrich",False,5,111,18
2016,1055135598.0,532177324.0,522958274.0,SOUND MIXING,"David Parker, Christopher Scarabosio and Stuart Wilson",False,2,113,19
2016,1055135598.0,532177324.0,522958274.0,VISUAL EFFECTS,"John Knoll, Mohen Leo, Hal Hickel and Neil Corbould",False,2,114,19
2019,1046649706.0,355559216.0,691090490.0,MUSIC (Original Score),Alan Menken,True,10,115,20
2019,1046649706.0,355559216.0,691090490.0,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,False,10,116,20
2019,1046649706.0,355559216.0,691090490.0,MUSIC (Original Song),Music by Alan Menken; Lyric by Tim Rice,True,10,117,20
2019,1046649706.0,355559216.0,691090490.0,SOUND,"Terry Porter, Mel Metcalfe, David J. Hudson, Doc Kane",False,10,118,20
2019,1046649706.0,355559216.0,691090490.0,SOUND EFFECTS EDITING,Mark Mangini,False,10,119,20
1992,504050219.0,217350219.0,286700000.0,MUSIC (Original Score),Alan Menken,True,10,120,21
1992,504050219.0,217350219.0,286700000.0,MUSIC (Original Song),Music by Alan Menken; Lyric by Howard Ashman,False,10,121,21
1992,504050219.0,217350219.0,286700000.0,MUSIC (Original Song),Music by Alan Menken; Lyric by Tim Rice,True,10,122,21
1992,504050219.0,217350219.0,286700000.0,SOUND,"Terry Porter, Mel Metcalfe, David J. Hudson, Doc Kane",False,10,123,21
1992,504050219.0,217350219.0,286700000.0,SOUND EFFECTS EDITING,Mark Mangini,False,10,124,21
1993,1045573035.0,402523348.0,643049687.0,SOUND,"Gary Summers, Gary Rydstrom, Shawn Murphy, Ron Judkins",True,3,126,22
1993,1045573035.0,402523348.0,643049687.0,SOUND EFFECTS EDITING,"Gary Rydstrom, Richard Hymns",True,3,127,22
1993,1045573035.0,402523348.0,643049687.0,VISUAL EFFECTS,"Dennis Muren, Stan Winston, Phil Tippett, Michael Lantieri",True,3,128,22
2010,1025491110.0,334191110.0,691300000.0,MUSIC (Scoring of a Musical Picture),Oliver Wallace,False,4,131,23
2010,1025491110.0,334191110.0,691300000.0,ART DIRECTION,Production Design: Robert Stromberg; Set Decoration: Karen O'Hara,True,4,132,23
2010,1025491110.0,334191110.0,691300000.0,COSTUME DESIGN,Colleen Atwood,True,4,133,23
2010,1025491110.0,334191110.0,691300000.0,VISUAL EFFECTS,"Ken Ralston, David Schaub, Carey Villegas and Sean Phillips",False,4,134,23
2012,1014938545.0,303003568.0,711934977.0,MAKEUP AND HAIRSTYLING,"Peter Swords King, Rick Findlater and Tami Lane",False,3,136,24
2012,1014938545.0,303003568.0,711934977.0,PRODUCTION DESIGN,Production Design: Dan Hennah; Set Decoration: Ra Vincent and Simon Bright,False,3,137,24
2012,1014938545.0,303003568.0,711934977.0,VISUAL EFFECTS,"Joe Letteri, Eric Saindon, David Clayton and R. Christopher White",False,3,138,24
2016,1005304638.0,341268248.0,664036390.0,ANIMATED FEATURE FILM,"Byron Howard, Rich Moore and Clark Spencer",True,1,139,25
2008,999046281.0,533720947.0,465325334.0,ACTOR IN A SUPPORTING ROLE,Heath Ledger,True,8,140,26
2008,999046281.0,533720947.0,465325334.0,ART DIRECTION,Art Direction: Nathan Crowley; Set Decoration: Peter Lando,False,8,141,26
2008,999046281.0,533720947.0,465325334.0,CINEMATOGRAPHY,Wally Pfister,False,8,142,26
2008,999046281.0,533720947.0,465325334.0,FILM EDITING,Lee Smith,False,8,143,26
2008,999046281.0,533720947.0,465325334.0,MAKEUP,"John Caglione, Jr. and Conor O'Sullivan",False,8,144,26
2008,999046281.0,533720947.0,465325334.0,SOUND EDITING,Richard King,True,8,145,26
2008,999046281.0,533720947.0,465325334.0,SOUND MIXING,"Lora Hirschberg, Gary Rizzo and Ed Novick",False,8,146,26
2008,999046281.0,533720947.0,465325334.0,VISUAL EFFECTS,"Nick Davis, Chris Corbould, Tim Webber and Paul Franklin",False,8,147,26
2013,975216835.0,368065385.0,607151450.0,ANIMATED FEATURE FILM,"Chris Renaud, Pierre Coffin and Chris Meledandri",False,2,148,27
2013,975216835.0,368065385.0,607151450.0,MUSIC (Original Song),Music and Lyric by Pharrell Williams,False,2,149,27
2013,959358436.0,258241522.0,701116914.0,SOUND EDITING,Brent Burge and Chris Ward,False,3,153,28
2013,959358436.0,258241522.0,701116914.0,SOUND MIXING,"Christopher Boyes, Michael Hedges, Michael Semanick and Tony Johnson",False,3,154,28
2013,959358436.0,258241522.0,701116914.0,VISUAL EFFECTS,"Joe Letteri, Eric Saindon, David Clayton and Eric Reynolds",False,3,155,28
2016,953554418.0,364001123.0,589553295.0,MUSIC (Song),Music and Lyrics by Terry Gilkyson,False,2,156,29
2016,953554418.0,364001123.0,589553295.0,VISUAL EFFECTS,"Robert Legato, Adam Valdez, Andrew R. Jones and Dan Lemmon",True,2,157,29
2003,936094852.0,380529370.0,555565482.0,ANIMATED FEATURE FILM,Andrew Stanton,True,4,160,30
2003,936094852.0,380529370.0,555565482.0,MUSIC (Original Score),Thomas Newman,False,4,161,30
2003,936094852.0,380529370.0,555565482.0,SOUND EDITING,Gary Rydstrom and Michael Silvers,False,4,162,30
2003,936094852.0,380529370.0,555565482.0,WRITING (Original Screenplay),"Screenplay by Andrew Stanton, Bob Peterson and David Reynolds; Original Story by Andrew Stanton",False,4,163,30
2004,935253978.0,441226247.0,494027731.0,ANIMATED FEATURE FILM,Andrew Adamson,False,2,164,31
2004,935253978.0,441226247.0,494027731.0,MUSIC (Original Song),"Music by Adam Duritz, Charles Gillingham, Jim Bogios, David Immergluck, Matthew Malley and David Bryson; Lyric by Adam Duritz and Daniel Vickrey",False,2,165,31
2009,930673167.0,302089278.0,628583889.0,CINEMATOGRAPHY,Bruno Delbonnel,False,1,166,32
2002,919148764.0,342548984.0,576599780.0,ART DIRECTION,Art Direction:  Grant Major; Set Decoration:  Dan Hennah and Alan Lee,False,6,167,33
2002,919148764.0,342548984.0,576599780.0,FILM EDITING,Michael Horton,False,6,168,33
2002,919148764.0,342548984.0,576599780.0,BEST PICTURE,"Barrie M. Osborne, Fran Walsh and Peter Jackson, Producers",False,6,169,33
2002,919148764.0,342548984.0,576599780.0,SOUND,"Christopher Boyes, Michael Semanick, Michael Hedges, Hammond Peek",False,6,170,33
2002,919148764.0,342548984.0,576599780.0,SOUND EDITING,"Ethan Van der Ryn, Michael Hopkins",True,6,171,33
2002,919148764.0,342548984.0,576599780.0,VISUAL EFFECTS,"Jim Rygiel, Joe Letteri, Randall William Cook, Alex Funke",True,6,172,33
2018,891472999.0,216303339.0,675169660.0,ACTOR IN A LEADING ROLE,Rami Malek,True,5,174,34
2018,891472999.0,216303339.0,675169660.0,FILM EDITING,John Ottman,True,5,175,34
2018,891472999.0,216303339.0,675169660.0,BEST PICTURE,"Graham King, Producer",False,5,176,34
2018,891472999.0,216303339.0,675169660.0,SOUND EDITING,John Warhurst and Nina Hartstone,True,5,177,34
2018,891472999.0,216303339.0,675169660.0,SOUND MIXING,"Paul Massey, Tim Cavagin and John Casali",True,5,178,34
2005,891320084.0,290201752.0,601118332.0,ART DIRECTION,Art Direction:  Stuart Craig; Set Decoration:  Stephenie McMillan,False,1,179,35
2015,879500760.0,200074175.0,679426585.0,MUSIC (Original Song),Music and Lyric by Jimmy Napes and Sam Smith,True,1,185,36
2015,855038387.0,356461711.0,498576676.0,ANIMATED FEATURE FILM,Pete Docter and Jonas Rivera,True,2,190,37
2015,855038387.0,356461711.0,498576676.0,WRITING (Original Screenplay),"Screenplay by Pete Docter, Meg LeFauve, Josh Cooley; Original story by Pete Docter, Ronnie del Carmen",False,2,191,37
2009,836519699.0,402111870.0,434407829.0,SOUND MIXING,"Greg P. Russell, Gary Summers and Geoffrey Patterson",False,1,195,38
2002,821706375.0,403706375.0,418000000.0,SOUND,"Kevin O'Connell, Greg P. Russell, Ed Novick",False,2,198,39
2002,821706375.0,403706375.0,418000000.0,VISUAL EFFECTS,"John Dykstra, Scott Stokdyk, Anthony LaMolinara, John Frazier",False,2,199,39
1996,817400878.0,306169255.0,511231623.0,SOUND,"Chris Carpenter, Bill W. Benton, Bob Beemer, Jeff Wexler",False,2,201,40
1996,817400878.0,306169255.0,511231623.0,VISUAL EFFECTS,"Volker Engel, Douglas Smith, Clay Pinney, Joseph Viskocil",True,2,202,40
2016,811724385.0,234037575.0,577686810.0,COSTUME DESIGN,Colleen Atwood,True,2,203,41
2016,811724385.0,234037575.0,577686810.0,PRODUCTION DESIGN,Production Design: Stuart Craig; Set Decoration: Anna Pinnock,False,2,204,41
2017,798237597.0,210460015.0,587777582.0,ANIMATED FEATURE FILM,Lee Unkrich and Darla K. Anderson,True,2,207,42
2017,798237597.0,210460015.0,587777582.0,MUSIC (Original Song),Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,True,2,208,42
2004,794697557.0,373524485.0,421173072.0,SOUND EDITING,Paul N.J. Ottosson,False,3,210,43
2004,794697557.0,373524485.0,421173072.0,SOUND MIXING,"Kevin O'Connell, Greg P. Russell, Jeffrey J. Haboush and Joseph Geisinger",False,3,211,43
2004,794697557.0,373524485.0,421173072.0,VISUAL EFFECTS,"John Dykstra, Scott Stokdyk, Anthony LaMolinara and John Frazier",True,3,212,43
1982,792962972.0,435110554.0,357852418.0,CINEMATOGRAPHY,Allen Daviau,False,9,213,44
1982,792962972.0,435110554.0,357852418.0,DIRECTING,Steven Spielberg,False,9,214,44
1982,792962972.0,435110554.0,357852418.0,FILM EDITING,Carol Littleton,False,9,215,44
1982,792962972.0,435110554.0,357852418.0,MUSIC (Original Score),John Williams,True,9,216,44
1982,792962972.0,435110554.0,357852418.0,BEST PICTURE,"Steven Spielberg and Kathleen Kennedy, Producers",False,9,217,44
1982,792962972.0,435110554.0,357852418.0,SOUND,"Robert Knudson, Robert Glass, Don Digirolamo, Gene Cantamessa",True,9,218,44
1982,792962972.0,435110554.0,357852418.0,SOUND EFFECTS EDITING,"Charles L. Campbell, Ben Burtt",True,9,219,44
1982,792962972.0,435110554.0,357852418.0,VISUAL EFFECTS,"Carlo Rambaldi, Dennis Muren, Kenneth F. Smith",True,9,220,44
1982,792962972.0,435110554.0,357852418.0,WRITING (Screenplay Written Directly for the Screen),Melissa Mathison,False,9,221,44
2004,789961033.0,249757726.0,540203307.0,MUSIC (Original Score),John Williams,False,2,222,45
2004,789961033.0,249757726.0,540203307.0,VISUAL EFFECTS,"Roger Guyett, Tim Burke, John Richardson and Bill George",False,2,223,45
2014,770882395.0,333714112.0,437168283.0,MAKEUP AND HAIRSTYLING,Elizabeth Yianni-Georgiou and David White,False,2,230,46
2014,770882395.0,333714112.0,437168283.0,VISUAL EFFECTS,"Stephane Ceretti, Nicolas Aithadi, Jonathan Fawkner and Paul Corbould",False,2,231,46
2014,758536735.0,241407328.0,517129407.0,COSTUME DESIGN,Anna B. Sheppard,False,1,234,47
2014,747862775.0,233921534.0,513941241.0,VISUAL EFFECTS,"Richard Stammers, Lou Pecora, Tim Crosbie and Cameron Waldbauer",False,1,238,48
2016,746846894.0,325100054.0,421746840.0,MAKEUP AND HAIRSTYLING,"Alessandro Bertolazzi, Giorgio Gregorini and Christopher Nelson",True,1,240,49
2009,731463377.0,293004164.0,438459213.0,SHORT FILM (Live Action),"Mike Hoover, Producer",True,6,244,50
2009,731463377.0,293004164.0,438459213.0,ANIMATED FEATURE FILM,Pete Docter,True,6,245,50
2009,731463377.0,293004164.0,438459213.0,MUSIC (Original Score),Michael Giacchino,True,6,246,50
2009,731463377.0,293004164.0,438459213.0,BEST PICTURE,"Jonas Rivera, Producer",False,6,247,50
2009,731463377.0,293004164.0,438459213.0,SOUND EDITING,Michael Silvers and Tom Myers,False,6,248,50
2009,731463377.0,293004164.0,438459213.0,WRITING (Original Screenplay),"Screenplay by Bob Peterson, Pete Docter; Story by Pete Docter, Bob Peterson, Tom McCarthy",False,6,249,50
2010,728582465.0,292576195.0,436006270.0,ART DIRECTION,Production Design: Guy Hendrix Dyas; Set Decoration: Larry Dias and Doug Mowat,False,8,250,51
2010,728582465.0,292576195.0,436006270.0,CINEMATOGRAPHY,Wally Pfister,True,8,251,51
2010,728582465.0,292576195.0,436006270.0,MUSIC (Original Score),Hans Zimmer,False,8,252,51
2010,728582465.0,292576195.0,436006270.0,BEST PICTURE,"Emma Thomas and Christopher Nolan, Producers",False,8,253,51
2010,728582465.0,292576195.0,436006270.0,SOUND EDITING,Richard King,True,8,254,51
2010,728582465.0,292576195.0,436006270.0,SOUND MIXING,"Lora Hirschberg, Gary A. Rizzo and Ed Novick",True,8,255,51
2010,728582465.0,292576195.0,436006270.0,VISUAL EFFECTS,"Paul Franklin, Chris Corbould, Andrew Lockley and Peter Bebb",True,8,256,51
2010,728582465.0,292576195.0,436006270.0,WRITING (Original Screenplay),Written by Christopher Nolan,False,8,257,51
2014,714401889.0,259746958.0,454654931.0,VISUAL EFFECTS,"Dan DeLeeuw, Russell Earl, Bryan Grill and Dan Sudick",False,1,260,52
2014,710644566.0,208545589.0,502098977.0,VISUAL EFFECTS,"Joe Letteri, Dan Lemmon, Daniel Barrett and Erik Winquist",False,1,261,53
2007,708272592.0,319246193.0,389026399.0,SOUND EDITING,Ethan Van der Ryn and Mike Hopkins,False,3,263,54
2007,708272592.0,319246193.0,389026399.0,SOUND MIXING,"Kevin O'Connell, Greg P. Russell and Peter J. Devlin",False,3,264,54
2007,708272592.0,319246193.0,389026399.0,VISUAL EFFECTS,"Scott Farrar, Scott Benza, Russell Earl and John Frazier",False,3,265,54
2013,689742192.0,274092705.0,415649487.0,ACTRESS IN A LEADING ROLE,Sandra Bullock,False,10,269,55
2013,689742192.0,274092705.0,415649487.0,CINEMATOGRAPHY,Emmanuel Lubezki,True,10,270,55
2013,689742192.0,274092705.0,415649487.0,DIRECTING,Alfonso Cuarón,True,10,271,55
2013,689742192.0,274092705.0,415649487.0,FILM EDITING,Alfonso Cuarón and Mark Sanger,True,10,272,55
2013,689742192.0,274092705.0,415649487.0,MUSIC (Original Score),Steven Price,True,10,273,55
2013,689742192.0,274092705.0,415649487.0,BEST PICTURE,"Alfonso Cuarón and David Heyman, Producers",False,10,274,55
2013,689742192.0,274092705.0,415649487.0,PRODUCTION DESIGN,Production Design: Andy Nicholson; Set Decoration: Rosie Goodwin and Joanne Woollard,False,10,275,55
2013,689742192.0,274092705.0,415649487.0,SOUND EDITING,Glenn Freemantle,True,10,276,55
2013,689742192.0,274092705.0,415649487.0,SOUND MIXING,"Skip Lievsay, Niv Adiri, Christopher Benstead and Chris Munro",True,10,277,55
2013,689742192.0,274092705.0,415649487.0,VISUAL EFFECTS,"Tim Webber, Chris Lawrence, David Shirk and Neil Corbould",True,10,278,55
1994,679838260.0,330151138.0,349687122.0,ACTOR IN A LEADING ROLE,Tom Hanks,True,13,282,56
1994,679838260.0,330151138.0,349687122.0,ACTOR IN A SUPPORTING ROLE,Gary Sinise,False,13,283,56
1994,679838260.0,330151138.0,349687122.0,ART DIRECTION,Art Direction:  Rick Carter;  Set Decoration:  Nancy Haigh,False,13,284,56
1994,679838260.0,330151138.0,349687122.0,CINEMATOGRAPHY,Don Burgess,False,13,285,56
1994,679838260.0,330151138.0,349687122.0,DIRECTING,Robert Zemeckis,True,13,286,56
1994,679838260.0,330151138.0,349687122.0,FILM EDITING,Arthur Schmidt,True,13,287,56
1994,679838260.0,330151138.0,349687122.0,MAKEUP,"Daniel C. Striepeke, Hallie D'Amore, Judith A. Cory",False,13,288,56
1994,679838260.0,330151138.0,349687122.0,MUSIC (Original Score),Alan Silvestri,False,13,289,56
1994,679838260.0,330151138.0,349687122.0,BEST PICTURE,"Wendy Finerman, Steve Tisch and Steve Starkey, Producers",True,13,290,56
1994,679838260.0,330151138.0,349687122.0,SOUND,"Randy Thom, Tom Johnson, Dennis Sands, William B. Kaplan",False,13,291,56
1994,679838260.0,330151138.0,349687122.0,SOUND EFFECTS EDITING,"Gloria S. Borders, Randy Thom",False,13,292,56
1994,679838260.0,330151138.0,349687122.0,VISUAL EFFECTS,"Ken Ralston, George Murphy, Stephen Rosenbaum, Allen Hall",True,13,293,56
